,ID,Followers,Following,Posts,Is private,ID has number,ID has number at end,ID letter ratio,Following/follower ratio,Following/post ratio,Follower/post ratio,IsFake
234,juste_alex23,25,209,0,False,True,True,0.75,8.36,inf,inf,True
235,kevinponthieu,694,1649,14,False,False,False,1.0,2.376080691642651,117.78571428571428,49.57142857142857,False
236,capucine_mineau,15,23,0,True,False,False,0.9333333333333332,1.5333333333333334,inf,inf,False
237,3jedgcm,34,34,9,False,True,False,0.8571428571428571,1.0,3.7777777777777777,3.7777777777777777,False
238,jezabel031,1,23,1,False,True,True,0.7,23.0,23.0,1.0,True
239,tony.brunel,4,15,0,True,False,False,0.9090909090909092,3.75,inf,inf,True
240,team.ast,120,387,0,False,False,False,0.875,3.225,inf,inf,True
241,lira.wong,14,50,2,False,False,False,0.8888888888888888,3.571428571428572,25.0,7.0,False
242,nathanassouline_,196,1180,0,False,False,False,0.9375,6.020408163265307,inf,inf,True
243,lopezswann,12,3,0,False,False,False,1.0,0.25,inf,inf,False
244,pirodragi,28,38,0,False,False,False,1.0,1.3571428571428572,inf,inf,False
245,julien.briquet.169,18,51,2,False,True,True,0.7222222222222222,2.833333333333333,25.5,9.0,False
246,liuchan59,7,139,34,True,True,True,0.7777777777777778,19.857142857142858,4.088235294117647,0.2058823529411765,False
247,antjo.rpd,0,34,0,True,False,False,0.8888888888888888,inf,inf,inf,True
248,ninnin.38,3,6,0,True,True,True,0.6666666666666666,2.0,inf,inf,False
249,rakainu,1022,502,20,False,False,False,1.0,0.4911937377690802,25.1,51.1,False
250,delcapio40_,124,150,1,False,True,False,0.7272727272727273,1.2096774193548387,150.0,124.0,False
251,florian_ltrn_,98,234,0,False,False,False,0.8461538461538461,2.3877551020408165,inf,inf,True
252,neko_des_enfers,66,84,9,True,False,False,0.8666666666666667,1.2727272727272727,9.333333333333334,7.333333333333332,False
253,ash06ash,68,145,35,False,True,False,0.75,2.1323529411764706,4.142857142857143,1.9428571428571428,False
254,wihawk7,27,34,0,False,True,True,0.8571428571428571,1.2592592592592593,inf,inf,True
255,sauterjordan,46,73,4,True,False,False,1.0,1.5869565217391304,18.25,11.5,True
256,leclercbrice76,56,107,9,False,True,True,0.8571428571428571,1.9107142857142856,11.888888888888891,6.222222222222222,False
257,fabcribier,35,215,74,True,False,False,1.0,6.142857142857142,2.9054054054054053,0.472972972972973,False
258,skoowz_5,65,606,1,False,True,True,0.75,9.323076923076924,606.0,65.0,True
259,ahcas_cyan,48,20,2,True,False,False,0.9,0.4166666666666667,10.0,24.0,False
260,lucas.olivier302,17,46,0,True,True,True,0.75,2.7058823529411766,inf,inf,False
261,atlaouimaamer,607,2875,36,True,False,False,1.0,4.736408566721582,79.8611111111111,16.86111111111111,False
262,cw_jack_of_spades,100,153,10,False,False,False,0.8235294117647058,1.53,15.3,10.0,False
263,witabinks,179,406,31,False,False,False,1.0,2.2681564245810057,13.096774193548386,5.774193548387097,False
264,doshin_editions,129,210,14,False,False,False,0.9333333333333332,1.627906976744186,15.0,9.214285714285714,False
265,__you_one__,84,225,24,True,False,False,0.5454545454545454,2.6785714285714284,9.375,3.5,False
266,alex_boiz,151,289,6,True,False,False,0.8888888888888888,1.913907284768212,48.16666666666666,25.16666666666667,False
267,raven_bloood,99,164,9,True,False,False,0.9166666666666666,1.6565656565656566,18.222222222222218,11.0,False
