,ID,Followers,Following,Posts,Is private,ID has number,ID has number at end,ID letter ratio,Following/follower ratio,Following/post ratio,Follower/post ratio
0,mihir.rock.1,271,477,24,False,True,True,0.75,1.7601476014760147,19.875,11.291666666666666
1,paradiseengineering.za,296,656,37,False,False,False,0.9545454545454546,2.2162162162162162,17.72972972972973,8.0
2,7801_naman,34,133,0,True,True,False,0.5,3.911764705882353,inf,inf
3,mv_alicia,187,162,81,True,False,False,0.8888888888888888,0.8663101604278075,2.0,2.308641975308642
4,_yogi_47,129,577,2,True,True,True,0.5,4.4728682170542635,288.5,64.5
5,aidan.ryan9,962,1263,36,True,True,True,0.8181818181818182,1.312889812889813,35.083333333333336,26.72222222222222
6,dfdipskri,3,100,2,True,False,False,1.0,33.333333333333336,50.0,1.5
7,calamity_alchemist,52,69,4,False,False,False,0.9444444444444444,1.3269230769230769,17.25,13.0
8,vitopastorini,637,1045,274,False,False,False,1.0,1.640502354788069,3.8138686131386863,2.3248175182481754
9,j_0_3_y,304,303,5,True,True,False,0.2857142857142857,0.9967105263157895,60.6,60.8
10,wes.meekhof,384,541,11,False,False,False,0.9090909090909091,1.4088541666666667,49.18181818181818,34.90909090909091
11,zapata.facundo,269,705,12,True,False,False,0.9285714285714286,2.620817843866171,58.75,22.416666666666668
12,jhtaimil,345,1824,143,False,False,False,1.0,5.28695652173913,12.755244755244755,2.4125874125874125
13,rakeshroyvision,1797,185,68,False,False,False,1.0,0.10294936004451864,2.7205882352941178,26.426470588235293
14,blackchild1000,917,209,19,False,True,True,0.7142857142857143,0.22791712104689205,11.0,48.26315789473684
15,ben_moto72,288,473,136,False,True,True,0.7,1.6423611111111112,3.4779411764705883,2.1176470588235294
16,n.i.l.0.y,94,293,2,True,True,False,0.4444444444444444,3.117021276595745,146.5,47.0
17,gs_wommy_trilogy_2020,46,178,51,True,True,True,0.6666666666666666,3.869565217391304,3.4901960784313726,0.9019607843137255
18,pcassoma,492,801,106,False,False,False,1.0,1.6280487804878048,7.556603773584905,4.6415094339622645
19,bori_of_doom,87,227,1,False,False,False,0.8333333333333334,2.6091954022988504,227.0,87.0
20,bailey_monty.47,477,676,44,False,True,True,0.7333333333333333,1.4171907756813418,15.363636363636363,10.840909090909092
21,jposmacedo,87,309,21,False,False,False,1.0,3.5517241379310347,14.714285714285714,4.142857142857143
22,markesears,802,1167,67,True,False,False,1.0,1.4551122194513715,17.417910447761194,11.970149253731343
23,killerkingvishnu,316,310,16,True,False,False,1.0,0.9810126582278481,19.375,19.75
24,bread_skate,148,766,398,True,False,False,0.9090909090909091,5.175675675675675,1.9246231155778895,0.37185929648241206
25,titlopez,14,7,3,False,False,False,1.0,0.5,2.3333333333333335,4.666666666666667
26,tousifo,309,190,93,False,False,False,1.0,0.6148867313915858,2.043010752688172,3.3225806451612905
27,da_he_guy,219,795,176,False,False,False,0.7777777777777778,3.6301369863013697,4.517045454545454,1.2443181818181819
28,make_it_israel,89,141,21,False,False,False,0.8571428571428571,1.5842696629213484,6.714285714285714,4.238095238095238
29,kimberpeach,2171,1440,673,True,False,False,1.0,0.6632888070013818,2.139673105497771,3.225854383358098
30,tankerja73,39,73,803,True,True,True,0.8,1.8717948717948718,0.09090909090909091,0.048567870485678705
31,zhvikh,211,281,15,True,False,False,1.0,1.3317535545023698,18.733333333333334,14.066666666666666
32,lukas_lemfik,351,802,46,False,False,False,0.9166666666666666,2.284900284900285,17.434782608695652,7.630434782608695
33,universeunseen,168,85,47,False,False,False,1.0,0.5059523809523809,1.8085106382978724,3.574468085106383
34,patrick___delfin___knight,832,4184,10,False,False,False,0.76,5.028846153846154,418.4,83.2
35,shyammishra23,89,31,151,True,True,True,0.8461538461538461,0.34831460674157305,0.2052980132450331,0.5894039735099338
36,satya.jpg,2509,304,95,True,False,False,0.8888888888888888,0.12116381028298127,3.2,26.410526315789475
37,ineedaracecar,565,3996,104,False,False,False,1.0,7.0725663716814156,38.42307692307692,5.4326923076923075
38,rizzlemethis86,313,867,908,False,True,True,0.8571428571428571,2.769968051118211,0.9548458149779736,0.3447136563876652
39,alex._.brooks,79,188,2,False,False,False,0.7692307692307693,2.3797468354430378,94.0,39.5
40,5incerely_liz,276,2988,78,True,True,False,0.8461538461538461,10.826086956521738,38.30769230769231,3.5384615384615383
41,alistairsiegel,0,160,0,True,False,False,1.0,inf,inf,inf
42,liatressi_,1081,347,225,False,False,False,0.9,0.3209990749306198,1.5422222222222222,4.804444444444444
43,ritwik_kundu,321,139,62,True,False,False,0.9166666666666666,0.43302180685358255,2.2419354838709675,5.17741935483871
44,mardejour,113,125,35,True,False,False,1.0,1.1061946902654867,3.5714285714285716,3.2285714285714286
45,naughty_hobbits,360,1510,1676,False,False,False,0.9333333333333333,4.194444444444445,0.9009546539379475,0.21479713603818615
46,myster_e071,695,549,145,False,True,True,0.6363636363636364,0.7899280575539568,3.786206896551724,4.793103448275862
47,miguel_zamora_02,234,386,1,True,True,True,0.75,1.6495726495726495,386.0,234.0
48,zagade4,58,39,15,False,True,True,0.8571428571428571,0.6724137931034483,2.6,3.8666666666666667
49,franco.seneca,4523,595,332,True,False,False,0.9230769230769231,0.13154985629007296,1.7921686746987953,13.623493975903614
